Daily / Cumulative;Indicator;Date;Event;region;City;Cases
Daily;Cases;2020-03-17;;Mecca;Alqarei;0
Daily;Cases;2020-03-17;;Asir;Thurayban;0
Daily;Cases;2020-03-17;;Al Bahah;Baljurashi;0
Daily;Cases;2020-03-17;;Mecca;Bani Malek;0
Daily;Cases;2020-03-17;;Asir;Al Majarda;0
Daily;Cases;2020-03-18;;Asir;Sabt Al Alayah;0
Daily;Cases;2020-03-18;;Qassim;Uqlat as Suqur;0
Daily;Cases;2020-03-18;;Riyadh;Muzahmiya;0
Daily;Cases;2020-03-18;;Eastern Region;Dammam;23
Daily;Cases;2020-03-18;;Riyadh;Howtat Sudair;0
Daily;Cases;2020-03-18;;Najran;Najran;0
Daily;Cases;2020-03-18;;Hail;Ha'il;0
Daily;Cases;2020-03-18;;Jazan;Jazan;0
Daily;Cases;2020-03-18;;Al Bahah;Al Mandaq;0
Daily;Cases;2020-03-18;;Tabuk;Al Wajh;0
Daily;Cases;2020-03-18;;Asir;Ahad Rafidah;0
Daily;Cases;2020-03-18;;Eastern Region;Dahran;0
Daily;Cases;2020-03-18;;Asir;Al Madda;0
Daily;Cases;2020-03-18;;Mecca;Al Muwayh;0
Daily;Cases;2020-03-19;;Mecca;Rabigh;0
Daily;Cases;2020-03-19;;Riyadh;Wadi Addawasir;0
Daily;Cases;2020-03-19;;Al Jouf;Tabarjal;0
Daily;Cases;2020-03-19;;Mecca;Adham;0
Daily;Cases;2020-03-19;;Riyadh;Howtat Bani Tamim;0
Daily;Cases;2020-03-19;;Riyadh;Al Quwaiiyah;0
Daily;Cases;2020-03-19;;Riyadh;Muzahmiya;0
Daily;Cases;2020-03-19;;Eastern Region;Qatif;4
Daily;Cases;2020-03-19;;Al Jouf;Sakakah;0
Daily;Cases;2020-03-19;;Qassim;Al Bukayriyah;0
Daily;Cases;2020-03-19;;Eastern Region;Dammam;3
Daily;Cases;2020-03-19;;Hail;Al Shamly;0
Daily;Cases;2020-03-19;;Mecca;Umm Aldoom;0
Daily;Cases;2020-03-19;;Eastern Region;Nairyah;0
Daily;Cases;2020-03-19;;Riyadh;Al Duwadimi;0
Daily;Cases;2020-03-19;;Medina;Mahd Al Dhahab;0
Daily;Cases;2020-03-19;;Najran;Najran;0
Daily;Cases;2020-03-19;;Jazan;Al Tuwal;0
Daily;Cases;2020-03-19;;Eastern Region;Saihat;0
Daily;Cases;2020-03-19;;Mecca;Al Khurma;0
Daily;Cases;2020-03-19;;Northern Borders;Rafha;0
Daily;Cases;2020-03-19;;Mecca;Al Lith;0
Daily;Cases;2020-03-19;;Mecca;Bani Malek;0
Daily;Cases;2020-03-19;;Tabuk;Duba;0
Daily;Cases;2020-03-19;;Asir;Al Madda;0
Daily;Cases;2020-03-20;;Northern Borders;Arar;0
Daily;Cases;2020-03-20;;Najran;Sharorah;0
Daily;Cases;2020-03-20;;Qassim;Uqlat as Suqur;0
Daily;Cases;2020-03-20;;Al Bahah;Al Makhwa;0
Daily;Cases;2020-03-20;;Eastern Region;Qatif;1
Daily;Cases;2020-03-20;;Al Bahah;Al Bahah;1
Daily;Cases;2020-03-20;;Riyadh;Sajer;0
Daily;Cases;2020-03-20;;Qassim;Al Bukayriyah;0
Daily;Cases;2020-03-20;;Riyadh;Howtat Sudair;0
Daily;Cases;2020-03-20;;Riyadh;Diriyah;0
Daily;Cases;2020-03-20;;Eastern Region;Al Jafr;0
Daily;Cases;2020-03-20;;Qassim;Al Hanakia;0
Daily;Cases;2020-03-20;;Asir;Bisha;1
Daily;Cases;2020-03-20;;Mecca;Jeddah;11
Daily;Cases;2020-03-20;;Eastern Region;Bqeeq;0
Daily;Cases;2020-03-20;;Asir;Thurayban;0
Daily;Cases;2020-03-20;;Eastern Region;Ras Tanura;0
Daily;Cases;2020-03-20;;Jazan;Aridah;0
Daily;Cases;2020-03-21;Domestic flights suspension;Najran;Sharorah;0
Daily;Cases;2020-03-21;Domestic flights suspension;Al Bahah;Al Makhwa;0
Daily;Cases;2020-03-21;Domestic flights suspension;Riyadh;Al Quwaiiyah;0
Daily;Cases;2020-03-21;Domestic flights suspension;Medina;Al Ula;0
Daily;Cases;2020-03-21;Domestic flights suspension;Hail;Al Shamly;0
Daily;Cases;2020-03-21;Domestic flights suspension;Riyadh;Howtat Sudair;0
Daily;Cases;2020-03-21;Domestic flights suspension;Eastern Region;Bqeeq;0
Daily;Cases;2020-03-21;Domestic flights suspension;Al Bahah;Al Aqiq;0
Daily;Cases;2020-03-21;Domestic flights suspension;Eastern Region;Saihat;0
Daily;Cases;2020-03-21;Domestic flights suspension;Tabuk;Qurayyat;0
Daily;Cases;2020-03-21;Domestic flights suspension;Jazan;Baish;0
Daily;Cases;2020-03-21;Domestic flights suspension;Tabuk;Duba;0
Daily;Cases;2020-03-21;Domestic flights suspension;Asir;Al Madda;0
Daily;Cases;2020-03-22;;Medina;Yanbu;0
Daily;Cases;2020-03-22;;Al Bahah;Al Bahah;0
Daily;Cases;2020-03-22;;Riyadh;Sajer;0
Daily;Cases;2020-03-22;;Hail;Al Shamly;0
Daily;Cases;2020-03-22;;Al Bahah;Al Aqiq;0
Daily;Cases;2020-03-22;;Eastern Region;Saihat;0
Daily;Cases;2020-03-22;;Qassim;Al Badayea;0
Daily;Cases;2020-03-22;;Riyadh;Az Zulfi;0
Daily;Cases;2020-03-22;;Mecca;Al Muwayh;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Riyadh;Al Majmaah;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Medina;Wadi Al Fara'a;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Eastern Region;Hufof;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Qassim;Uqlat as Suqur;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Riyadh;Muzahmiya;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Riyadh;Riyadh;18
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Qassim;Al Mithnab;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Mecca;Umm Aldoom;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Jazan;Samtah;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Mecca;Alhadda;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Qassim;Al Hanakia;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Eastern Region;Khobar;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Mecca;Taif;6
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Asir;Muhayil Aseer;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Asir;Thurayban;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Mecca;Al Muzaylif;0
Daily;Cases;2020-03-23;Curfew started for 21 days (6am -7 pm);Riyadh;Az Zulfi;0
Daily;Cases;2020-03-24;;Riyadh;Al Majmaah;0
Daily;Cases;2020-03-24;;Riyadh;Wadi Addawasir;0
Daily;Cases;2020-03-24;;Al Jouf;Tabarjal;0
Daily;Cases;2020-03-24;;Al Jouf;Domat Al Jandal;0
Daily;Cases;2020-03-24;;Mecca;Mecca;0
Daily;Cases;2020-03-24;;Eastern Region;Dammam;6
Daily;Cases;2020-03-24;;Qassim;Riyadh Al Khabra;0
Daily;Cases;2020-03-24;;Total;Total;205
Daily;Cases;2020-03-24;;Mecca;Jeddah;82
Daily;Cases;2020-03-24;;Mecca;Al Khurma;0
Daily;Cases;2020-03-24;;Asir;Al Madda;0
Daily;Cases;2020-03-25;;Medina;Yanbu;0
Daily;Cases;2020-03-25;;Mecca;Adham;0
Daily;Cases;2020-03-25;;Qassim;Ar Rass;0
Daily;Cases;2020-03-25;;Al Jouf;Domat Al Jandal;0
Daily;Cases;2020-03-25;;Riyadh;Muzahmiya;0
Daily;Cases;2020-03-25;;Al Jouf;Sakakah;0
Daily;Cases;2020-03-25;;Eastern Region;Al Mubarraz;0
Daily;Cases;2020-03-25;;Riyadh;Kharj;0
Daily;Cases;2020-03-25;;Riyadh;Al Duwadimi;0
Daily;Cases;2020-03-25;;Mecca;Maisan;0
Daily;Cases;2020-03-25;;Eastern Region;Hafr Al Batin;0
Daily;Cases;2020-03-25;;Jazan;Al Tuwal;0
Daily;Cases;2020-03-25;;Al Bahah;Baljurashi;0
Daily;Cases;2020-03-25;;Riyadh;Az Zulfi;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Al Jouf;Tabarjal;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Eastern Region;Hufof;2
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Mecca;Turbah;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Northern Borders;Arar;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Qassim;Unayzah;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Mecca;Mecca;26
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Medina;Al Ula;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Eastern Region;Al Mubarraz;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Qassim;Riyadh Al Khabra;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Asir;Khamis Mushait;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Mecca;Jeddah;13
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Mecca;Maisan;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Medina;Al Ais;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Asir;Thurayban;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Mecca;Bani Malek;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Tabuk;Duba;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Asir;Al Majarda;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Mecca;Khulais;0
Daily;Cases;2020-03-26;Riyadh, Makkah and Madinah lockdown - curfew (6am - 3pm);Mecca;Al Muwayh;0
Daily;Cases;2020-03-27;;Medina;Wadi Al Fara'a;0
Daily;Cases;2020-03-27;;Northern Borders;Arar;0
Daily;Cases;2020-03-27;;Qassim;Buraydah;2
Daily;Cases;2020-03-27;;Najran;Sharorah;0
Daily;Cases;2020-03-27;;Al Bahah;Al Makhwa;0
Daily;Cases;2020-03-27;;Al Jouf;Sakakah;0
Daily;Cases;2020-03-27;;Eastern Region;Dammam;4
Daily;Cases;2020-03-27;;Eastern Region;Al Mubarraz;0
Daily;Cases;2020-03-27;;Riyadh;Kharj;0
Daily;Cases;2020-03-27;;Qassim;Riyadh Al Khabra;0
Daily;Cases;2020-03-27;;Asir;Khamis Mushait;0
Daily;Cases;2020-03-27;;Eastern Region;Khobar;1
Daily;Cases;2020-03-27;;Eastern Region;Hafr Al Batin;0
Daily;Cases;2020-03-27;;Al Bahah;Baljurashi;0
Daily;Cases;2020-03-27;;Mecca;Al Muzaylif;0
Daily;Cases;2020-03-27;;Mecca;Bani Malek;0
Daily;Cases;2020-03-27;;Eastern Region;Dahran;2
Daily;Cases;2020-03-27;;Asir;Al Majarda;0
Daily;Cases;2020-03-28;;Mecca;Rabigh;0
Daily;Cases;2020-03-28;;Mecca;Adham;0
Daily;Cases;2020-03-28;;Northern Borders;Arar;0
Daily;Cases;2020-03-28;;Qassim;Buraydah;0
Daily;Cases;2020-03-28;;Najran;Sharorah;0
Daily;Cases;2020-03-28;;Qassim;Unayzah;0
Daily;Cases;2020-03-28;;Riyadh;Sajer;0
Daily;Cases;2020-03-28;;Eastern Region;Dammam;0
Daily;Cases;2020-03-28;;Eastern Region;Nairyah;0
Daily;Cases;2020-03-28;;Eastern Region;Jubail;0
Daily;Cases;2020-03-28;;Mecca;Hadda;0
Daily;Cases;2020-03-28;;Qassim;Al Hanakia;0
Daily;Cases;2020-03-28;;Asir;Bisha;0
Daily;Cases;2020-03-28;;Jazan;Al Tuwal;0
Daily;Cases;2020-03-28;;Mecca;Alqarei;0
Daily;Cases;2020-03-28;;Tabuk;Al Wajh;0
Daily;Cases;2020-03-28;;Mecca;Al Muzaylif;0
Daily;Cases;2020-03-28;;Northern Borders;Rafha;0
Daily;Cases;2020-03-28;;Eastern Region;Khafji;0
Daily;Cases;2020-03-28;;Mecca;Khulais;0
Daily;Cases;2020-03-29;Jeddah lockdown;Al Jouf;Tabarjal;0
Daily;Cases;2020-03-29;Jeddah lockdown;Riyadh;Howtat Bani Tamim;0
Daily;Cases;2020-03-29;Jeddah lockdown;Qassim;Ar Rass;0
Daily;Cases;2020-03-29;Jeddah lockdown;Riyadh;Muzahmiya;0
Daily;Cases;2020-03-29;Jeddah lockdown;Al Bahah;Al Bahah;0
Daily;Cases;2020-03-29;Jeddah lockdown;Medina;Medina;14
Daily;Cases;2020-03-29;Jeddah lockdown;Jazan;Abu Arish;0
Daily;Cases;2020-03-29;Jeddah lockdown;Mecca;Al Qunfudhah;0
Daily;Cases;2020-03-29;Jeddah lockdown;Eastern Region;Bqeeq;0
Daily;Cases;2020-03-29;Jeddah lockdown;Mecca;Taif;1
Daily;Cases;2020-03-29;Jeddah lockdown;Mecca;Al Muzaylif;0
Daily;Cases;2020-03-29;Jeddah lockdown;Mecca;Al Lith;0
Daily;Cases;2020-03-29;Jeddah lockdown;Mecca;Bani Malek;0
Daily;Cases;2020-03-30;Makkah lockdown;Mecca;Adham;0
Daily;Cases;2020-03-30;Makkah lockdown;Mecca;Turbah;0
Daily;Cases;2020-03-30;Makkah lockdown;Qassim;Uqlat as Suqur;0
Daily;Cases;2020-03-30;Makkah lockdown;Qassim;Ar Rass;1
Daily;Cases;2020-03-30;Makkah lockdown;Qassim;Unayzah;0
Daily;Cases;2020-03-30;Makkah lockdown;Al Bahah;Al Bahah;0
Daily;Cases;2020-03-30;Makkah lockdown;Eastern Region;Nairyah;0
Daily;Cases;2020-03-30;Makkah lockdown;Medina;Medina;22
Daily;Cases;2020-03-30;Makkah lockdown;Riyadh;Al Duwadimi;1
Daily;Cases;2020-03-30;Makkah lockdown;Eastern Region;Al Jafr;0
Daily;Cases;2020-03-30;Makkah lockdown;Jazan;Abu Arish;0
Daily;Cases;2020-03-30;Makkah lockdown;Mecca;Jeddah;9
Daily;Cases;2020-03-30;Makkah lockdown;Mecca;Al Qunfudhah;0
Daily;Cases;2020-03-30;Makkah lockdown;Najran;Najran;0
Daily;Cases;2020-03-30;Makkah lockdown;Asir;Muhayil Aseer;0
Daily;Cases;2020-03-30;Makkah lockdown;Jazan;Al Tuwal;0
Daily;Cases;2020-03-30;Makkah lockdown;Jazan;Jazan;0
Daily;Cases;2020-03-30;Makkah lockdown;Jazan;Baish;0
Daily;Cases;2020-03-30;Makkah lockdown;Asir;Ahad Rafidah;0
Daily;Cases;2020-03-30;Makkah lockdown;Northern Borders;Rafha;0
Daily;Cases;2020-03-31;;Riyadh;Al Majmaah;0
Daily;Cases;2020-03-31;;Mecca;Rabigh;0
Daily;Cases;2020-03-31;;Mecca;Adham;0
Daily;Cases;2020-03-31;;Riyadh;Howtat Bani Tamim;0
Daily;Cases;2020-03-31;;Northern Borders;Arar;0
Daily;Cases;2020-03-31;;Najran;Sharorah;0
Daily;Cases;2020-03-31;;Al Jouf;Domat Al Jandal;0
Daily;Cases;2020-03-31;;Al Bahah;Al Bahah;0
Daily;Cases;2020-03-31;;Al Jouf;Sakakah;0
Daily;Cases;2020-03-31;;Medina;Al Ula;0
Daily;Cases;2020-03-31;;Qassim;Al Mithnab;0
Daily;Cases;2020-03-31;;Eastern Region;Al Mubarraz;0
Daily;Cases;2020-03-31;;Eastern Region;Jubail;0
Daily;Cases;2020-03-31;;Riyadh;Al Duwadimi;0
Daily;Cases;2020-03-31;;Mecca;Jeddah;29
Daily;Cases;2020-03-31;;Najran;Najran;0
Daily;Cases;2020-03-31;;Eastern Region;Khobar;4
Daily;Cases;2020-03-31;;Mecca;Taif;0
Daily;Cases;2020-03-31;;Jazan;Al Tuwal;0
Daily;Cases;2020-03-31;;Mecca;Alqarei;0
Daily;Cases;2020-03-31;;Medina;Al Ais;0
Daily;Cases;2020-03-31;;Jazan;Jazan;2
Daily;Cases;2020-03-31;;Tabuk;Qurayyat;0
Daily;Cases;2020-03-31;;Jazan;Baish;0
Daily;Cases;2020-03-31;;Mecca;Al Muzaylif;0
Daily;Cases;2020-03-31;;Asir;Ahad Rafidah;0
Daily;Cases;2020-03-31;;Qassim;Al Badayea;1
Daily;Cases;2020-03-31;;Mecca;Al Lith;0
Daily;Cases;2020-03-31;;Eastern Region;Ras Tanura;1
Daily;Cases;2020-03-31;;Riyadh;Az Zulfi;0
Daily;Cases;2020-03-31;;Jazan;Aridah;0
Daily;Cases;2020-04-01;;Mecca;Rabigh;0
Daily;Cases;2020-04-01;;Medina;Wadi Al Fara'a;0
Daily;Cases;2020-04-01;;Qassim;Uqlat as Suqur;0
Daily;Cases;2020-04-01;;Qassim;Unayzah;0
Daily;Cases;2020-04-01;;Eastern Region;Dammam;0
Daily;Cases;2020-04-01;;Riyadh;Howtat Sudair;0
Daily;Cases;2020-04-01;;Riyadh;Diriyah;0
Daily;Cases;2020-04-01;;Qassim;Al Hanakia;1
Daily;Cases;2020-04-01;;Mecca;Jeddah;3
Daily;Cases;2020-04-01;;Hail;Ha'il;0
Daily;Cases;2020-04-01;;Eastern Region;Saihat;0
Daily;Cases;2020-04-01;;Mecca;Al Khurma;0
Daily;Cases;2020-04-01;;Tabuk;Al Wajh;0
Daily;Cases;2020-04-01;;Jazan;Baish;0
Daily;Cases;2020-04-01;;Mecca;Bani Malek;0
Daily;Cases;2020-04-01;;Asir;Al Madda;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Northern Borders;Arar;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Qassim;Ar Rass;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Qassim;Unayzah;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Qassim;Al Mithnab;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Eastern Region;Nairyah;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Jazan;Samtah;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Riyadh;Diriyah;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Total;Total;165
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Mecca;Jeddah;30
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Eastern Region;Bqeeq;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Hail;Ha'il;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Jazan;Sabya;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Jazan;Jazan;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Asir;Thurayban;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Jazan;Baish;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Mecca;Al Muzaylif;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Northern Borders;Rafha;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Qassim;Al Badayea;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Asir;Al Majarda;0
Daily;Cases;2020-04-02;Makkah , Madinah 24 hours curfew;Riyadh;Az Zulfi;0
Daily;Cases;2020-04-03;;Mecca;Rabigh;0
Daily;Cases;2020-04-03;;Medina;Wadi Al Fara'a;0
Daily;Cases;2020-04-03;;Medina;Yanbu;0
Daily;Cases;2020-04-03;;Eastern Region;Hufof;4
Daily;Cases;2020-04-03;;Qassim;Buraydah;9
Daily;Cases;2020-04-03;;Mecca;Mecca;21
Daily;Cases;2020-04-03;;Asir;Abha;0
Daily;Cases;2020-04-03;;Medina;Medina;34
Daily;Cases;2020-04-03;;Riyadh;Kharj;0
Daily;Cases;2020-04-03;;Jazan;Samtah;0
Daily;Cases;2020-04-03;;Mecca;Hadda;0
Daily;Cases;2020-04-03;;Mecca;Alhadda;0
Daily;Cases;2020-04-03;;Riyadh;Howtat Sudair;0
Daily;Cases;2020-04-03;;Riyadh;Diriyah;0
Daily;Cases;2020-04-03;;Eastern Region;Al Jafr;0
Daily;Cases;2020-04-03;;Jazan;Abu Arish;0
Daily;Cases;2020-04-03;;Najran;Najran;3
Daily;Cases;2020-04-03;;Mecca;Taif;0
Daily;Cases;2020-04-03;;Hail;Ha'il;0
Daily;Cases;2020-04-03;;Asir;Ahad Rafidah;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Asir;Sabt Al Alayah;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Medina;Wadi Al Fara'a;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Riyadh;Howtat Bani Tamim;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Northern Borders;Arar;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Najran;Sharorah;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Al Bahah;Al Makhwa;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Asir;Abha;1
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Jazan;Samtah;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Medina;Mahd Al Dhahab;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Qassim;Riyadh Al Khabra;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Qassim;Al Hanakia;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Jazan;Abu Arish;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Eastern Region;Bqeeq;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Eastern Region;Khobar;4
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Mecca;Taif;4
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Eastern Region;Hafr Al Batin;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Al Bahah;Al Aqiq;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Medina;Al Ais;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Eastern Region;Khafji;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Jazan;Aridah;0
Daily;Cases;2020-04-04;Jeddah areas lockdown - 24 h curfew;Mecca;Al Muwayh;0
Daily;Cases;2020-04-05;;Asir;Sabt Al Alayah;0
Daily;Cases;2020-04-05;;Medina;Yanbu;0
Daily;Cases;2020-04-05;;Northern Borders;Arar;0
Daily;Cases;2020-04-05;;Najran;Sharorah;0
Daily;Cases;2020-04-05;;Al Bahah;Al Makhwa;0
Daily;Cases;2020-04-05;;Asir;Abha;2
Daily;Cases;2020-04-05;;Eastern Region;Al Mubarraz;0
Daily;Cases;2020-04-05;;Eastern Region;Jubail;0
Daily;Cases;2020-04-05;;Riyadh;Al Duwadimi;0
Daily;Cases;2020-04-05;;Eastern Region;Al Jafr;0
Daily;Cases;2020-04-05;;Qassim;Riyadh Al Khabra;0
Daily;Cases;2020-04-05;;Jazan;Abu Arish;0
Daily;Cases;2020-04-05;;Mecca;Al Qunfudhah;0
Daily;Cases;2020-04-05;;Eastern Region;Bqeeq;0
Daily;Cases;2020-04-05;;Eastern Region;Hafr Al Batin;0
Daily;Cases;2020-04-05;;Jazan;Al Tuwal;0
Daily;Cases;2020-04-05;;Mecca;Alqarei;0
Daily;Cases;2020-04-05;;Mecca;Al Khurma;0
Daily;Cases;2020-04-05;;Al Bahah;Al Mandaq;0
Daily;Cases;2020-04-05;;Asir;Al Madda;0
Daily;Cases;2020-04-05;;Jazan;Aridah;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Najran;Sharorah;4
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Qassim;Unayzah;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Riyadh;Riyadh;65
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Qassim;Al Bukayriyah;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Qassim;Al Mithnab;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Hail;Al Shamly;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Jazan;Samtah;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Asir;Bisha;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Jazan;Sabya;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Mecca;Alqarei;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Al Bahah;Al Mandaq;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Tabuk;Al Wajh;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Asir;Ahad Rafidah;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Eastern Region;Ras Tanura;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Mecca;Bani Malek;0
Daily;Cases;2020-04-06;Riyadh, Dammam , Tabuk , Dahran, Hafuf, Jeddah, Taif, Qatif , Khobar24h curfew;Riyadh;Az Zulfi;0
Daily;Cases;2020-04-07;;Asir;Sabt Al Alayah;0
Daily;Cases;2020-04-07;;Riyadh;Wadi Addawasir;0
Daily;Cases;2020-04-07;;Qassim;Unayzah;0
Daily;Cases;2020-04-07;;Riyadh;Riyadh;97
Daily;Cases;2020-04-07;;Riyadh;Sajer;0
