Daily / Cumulative;Indicator;Date;Event;region;City;Cases
Daily;Recoveries;2020-04-21;;Medina;Medina;6
Daily;Recoveries;2020-04-21;;Riyadh;Kharj;0
Daily;Recoveries;2020-04-21;;Mecca;Hadda;0
Daily;Recoveries;2020-04-21;;Mecca;Alhadda;0
Daily;Recoveries;2020-04-21;;Medina;Mahd Al Dhahab;0
Daily;Recoveries;2020-04-21;;Qassim;Riyadh Al Khabra;0
Daily;Recoveries;2020-04-21;;Mecca;Al Qunfudhah;0
Daily;Recoveries;2020-04-21;;Hail;Ha'il;0
Daily;Recoveries;2020-04-21;;Mecca;Alqarei;0
Daily;Recoveries;2020-04-21;;Al Bahah;Al Aqiq;0
Daily;Recoveries;2020-04-21;;Al Bahah;Al Mandaq;0
Daily;Recoveries;2020-04-21;;Mecca;Al Lith;0
Daily;Recoveries;2020-04-21;;Asir;Al Madda;0
Daily;Recoveries;2020-04-22;;Mecca;Mecca;0
Daily;Recoveries;2020-04-22;;Asir;Abha;2
Daily;Recoveries;2020-04-22;;Medina;Al Ula;0
Daily;Recoveries;2020-04-22;;Qassim;Al Bukayriyah;1
Daily;Recoveries;2020-04-22;;Mecca;Alhadda;0
Daily;Recoveries;2020-04-22;;Riyadh;Al Duwadimi;0
Daily;Recoveries;2020-04-22;;Najran;Najran;2
Daily;Recoveries;2020-04-22;;Jazan;Sabya;0
Daily;Recoveries;2020-04-22;;Jazan;Jazan;0
Daily;Recoveries;2020-04-22;;Eastern Region;Dahran;3
Daily;Recoveries;2020-04-22;;Asir;Al Majarda;0
Daily;Recoveries;2020-04-22;;Riyadh;Az Zulfi;0
Daily;Recoveries;2020-04-22;;Jazan;Aridah;0
Daily;Recoveries;2020-04-23;;Medina;Wadi Al Fara'a;0
Daily;Recoveries;2020-04-23;;Qassim;Uqlat as Suqur;0
Daily;Recoveries;2020-04-23;;Al Jouf;Domat Al Jandal;0
Daily;Recoveries;2020-04-23;;Riyadh;Al Quwaiiyah;0
Daily;Recoveries;2020-04-23;;Al Jouf;Sakakah;0
Daily;Recoveries;2020-04-23;;Eastern Region;Dammam;4
Daily;Recoveries;2020-04-23;;Qassim;Al Mithnab;0
Daily;Recoveries;2020-04-23;;Riyadh;Kharj;0
Daily;Recoveries;2020-04-23;;Medina;Mahd Al Dhahab;0
Daily;Recoveries;2020-04-23;;Asir;Khamis Mushait;0
Daily;Recoveries;2020-04-23;;Total;Total;124
Daily;Recoveries;2020-04-23;;Eastern Region;Bqeeq;0
Daily;Recoveries;2020-04-23;;Mecca;Al Khurma;0
Daily;Recoveries;2020-04-23;;Al Bahah;Al Mandaq;0
Daily;Recoveries;2020-04-23;;Qassim;Al Badayea;0
Daily;Recoveries;2020-04-23;;Eastern Region;Ras Tanura;0
Daily;Recoveries;2020-04-23;;Mecca;Bani Malek;0
Daily;Recoveries;2020-04-23;;Mecca;Khulais;0
Daily;Recoveries;2020-04-23;;Jazan;Aridah;0
Daily;Recoveries;2020-04-24;;Riyadh;Wadi Addawasir;0
Daily;Recoveries;2020-04-24;;Eastern Region;Hufof;18
Daily;Recoveries;2020-04-24;;Northern Borders;Arar;3
Daily;Recoveries;2020-04-24;;Qassim;Uqlat as Suqur;0
Daily;Recoveries;2020-04-24;;Eastern Region;Qatif;10
Daily;Recoveries;2020-04-24;;Al Jouf;Sakakah;1
Daily;Recoveries;2020-04-24;;Medina;Mahd Al Dhahab;0
Daily;Recoveries;2020-04-24;;Qassim;Riyadh Al Khabra;0
Daily;Recoveries;2020-04-24;;Asir;Khamis Mushait;1
Daily;Recoveries;2020-04-24;;Eastern Region;Bqeeq;0
Daily;Recoveries;2020-04-24;;Mecca;Maisan;0
Daily;Recoveries;2020-04-24;;Tabuk;Tabuk;23
Daily;Recoveries;2020-04-24;;Asir;Muhayil Aseer;0
Daily;Recoveries;2020-04-24;;Jazan;Al Tuwal;0
Daily;Recoveries;2020-04-24;;Al Bahah;Al Aqiq;0
Daily;Recoveries;2020-04-24;;Tabuk;Qurayyat;0
Daily;Recoveries;2020-04-24;;Asir;Ahad Rafidah;0
Daily;Recoveries;2020-04-24;;Mecca;Al Muwayh;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Asir;Sabt Al Alayah;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Riyadh;Al Majmaah;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Mecca;Rabigh;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Qassim;Ar Rass;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Qassim;Unayzah;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Al Bahah;Al Makhwa;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Riyadh;Al Quwaiiyah;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Al Jouf;Sakakah;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Medina;Medina;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Mecca;Hadda;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Riyadh;Al Duwadimi;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Riyadh;Diriyah;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Eastern Region;Al Jafr;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Qassim;Al Hanakia;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Najran;Najran;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Asir;Muhayil Aseer;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Al Bahah;Al Aqiq;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Mecca;Al Khurma;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Mecca;Al Muzaylif;0
Daily;Recoveries;2020-04-25;Partial lifting of curfew in all cities except Makkah;Mecca;Bani Malek;0
Daily;Recoveries;2020-04-26;;Riyadh;Wadi Addawasir;0
Daily;Recoveries;2020-04-26;;Medina;Wadi Al Fara'a;0
Daily;Recoveries;2020-04-26;;Al Jouf;Tabarjal;0
Daily;Recoveries;2020-04-26;;Eastern Region;Hufof;54
Daily;Recoveries;2020-04-26;;Mecca;Turbah;0
Daily;Recoveries;2020-04-26;;Qassim;Uqlat as Suqur;0
Daily;Recoveries;2020-04-26;;Al Bahah;Al Makhwa;0
Daily;Recoveries;2020-04-26;;Riyadh;Al Quwaiiyah;0
Daily;Recoveries;2020-04-26;;Mecca;Mecca;0
Daily;Recoveries;2020-04-26;;Hail;Al Shamly;0
Daily;Recoveries;2020-04-26;;Eastern Region;Al Mubarraz;0
Daily;Recoveries;2020-04-26;;Riyadh;Howtat Sudair;0
Daily;Recoveries;2020-04-26;;Total;Total;174
Daily;Recoveries;2020-04-26;;Mecca;Taif;0
Daily;Recoveries;2020-04-26;;Jazan;Sabya;0
Daily;Recoveries;2020-04-26;;Mecca;Alqarei;0
Daily;Recoveries;2020-04-26;;Asir;Thurayban;0
Daily;Recoveries;2020-04-26;;Jazan;Baish;0
Daily;Recoveries;2020-04-26;;Northern Borders;Rafha;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Riyadh;Al Majmaah;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Mecca;Rabigh;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Riyadh;Wadi Addawasir;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Medina;Wadi Al Fara'a;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Qassim;Buraydah;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Najran;Sharorah;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Riyadh;Al Quwaiiyah;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Hail;Al Shamly;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Mecca;Hadda;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Qassim;Riyadh Al Khabra;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Jazan;Abu Arish;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Jazan;Sabya;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Eastern Region;Hafr Al Batin;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Jazan;Al Tuwal;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Mecca;Alqarei;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Medina;Al Ais;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Jazan;Jazan;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Al Bahah;Al Mandaq;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Mecca;Al Muzaylif;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Northern Borders;Rafha;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Asir;Al Majarda;0
Daily;Mortalities;2020-03-02;First case of COVID-19;Jazan;Aridah;0
Daily;Mortalities;2020-03-03;;Mecca;Rabigh;0
Daily;Mortalities;2020-03-03;;Northern Borders;Arar;0
Daily;Mortalities;2020-03-03;;Al Bahah;Al Makhwa;0
Daily;Mortalities;2020-03-03;;Qassim;Al Mithnab;0
Daily;Mortalities;2020-03-03;;Eastern Region;Al Mubarraz;0
Daily;Mortalities;2020-03-03;;Eastern Region;Nairyah;0
Daily;Mortalities;2020-03-03;;Mecca;Hadda;0
Daily;Mortalities;2020-03-03;;Riyadh;Howtat Sudair;0
Daily;Mortalities;2020-03-03;;Riyadh;Diriyah;0
Daily;Mortalities;2020-03-03;;Eastern Region;Bqeeq;0
Daily;Mortalities;2020-03-03;;Najran;Najran;0
Daily;Mortalities;2020-03-03;;Jazan;Jazan;0
Daily;Mortalities;2020-03-03;;Al Bahah;Baljurashi;0
Daily;Mortalities;2020-03-03;;Mecca;Al Khurma;0
Daily;Mortalities;2020-03-03;;Qassim;Al Badayea;0
Daily;Mortalities;2020-03-04;Umrah suspension;Mecca;Adham;0
Daily;Mortalities;2020-03-04;Umrah suspension;Qassim;Uqlat as Suqur;0
Daily;Mortalities;2020-03-04;Umrah suspension;Qassim;Unayzah;0
Daily;Mortalities;2020-03-04;Umrah suspension;Al Jouf;Domat Al Jandal;0
Daily;Mortalities;2020-03-04;Umrah suspension;Qassim;Al Bukayriyah;0
Daily;Mortalities;2020-03-04;Umrah suspension;Medina;Medina;0
Daily;Mortalities;2020-03-04;Umrah suspension;Eastern Region;Jubail;0
Daily;Mortalities;2020-03-04;Umrah suspension;Qassim;Riyadh Al Khabra;0
Daily;Mortalities;2020-03-04;Umrah suspension;Eastern Region;Bqeeq;0
Daily;Mortalities;2020-03-04;Umrah suspension;Mecca;Maisan;0
Daily;Mortalities;2020-03-04;Umrah suspension;Asir;Muhayil Aseer;0
Daily;Mortalities;2020-03-04;Umrah suspension;Eastern Region;Hafr Al Batin;0
Daily;Mortalities;2020-03-04;Umrah suspension;Asir;Thurayban;0
Daily;Mortalities;2020-03-04;Umrah suspension;Jazan;Baish;0
Daily;Mortalities;2020-03-04;Umrah suspension;Tabuk;Duba;0
Daily;Mortalities;2020-03-05;;Mecca;Adham;0
Daily;Mortalities;2020-03-05;;Al Bahah;Al Makhwa;0
Daily;Mortalities;2020-03-05;;Riyadh;Al Quwaiiyah;0
Daily;Mortalities;2020-03-05;;Riyadh;Muzahmiya;0
Daily;Mortalities;2020-03-05;;Al Bahah;Al Bahah;0
Daily;Mortalities;2020-03-05;;Riyadh;Sajer;0
Daily;Mortalities;2020-03-05;;Mecca;Mecca;0
Daily;Mortalities;2020-03-05;;Al Jouf;Sakakah;0
Daily;Mortalities;2020-03-05;;Mecca;Hadda;0
Daily;Mortalities;2020-03-05;;Riyadh;Howtat Sudair;0
Daily;Mortalities;2020-03-05;;Riyadh;Diriyah;0
Daily;Mortalities;2020-03-05;;Qassim;Riyadh Al Khabra;0
Daily;Mortalities;2020-03-05;;Asir;Bisha;0
Daily;Mortalities;2020-03-05;;Mecca;Jeddah;0
Daily;Mortalities;2020-03-05;;Tabuk;Tabuk;0
Daily;Mortalities;2020-03-05;;Jazan;Al Tuwal;0
Daily;Mortalities;2020-03-05;;Jazan;Jazan;0
Daily;Mortalities;2020-03-05;;Mecca;Al Khurma;0
Daily;Mortalities;2020-03-05;;Al Bahah;Al Mandaq;0
Daily;Mortalities;2020-03-05;;Qassim;Al Badayea;0
Daily;Mortalities;2020-03-05;;Mecca;Al Lith;0
Daily;Mortalities;2020-03-05;;Tabuk;Duba;0
Daily;Mortalities;2020-03-05;;Asir;Al Majarda;0
Daily;Mortalities;2020-03-06;;Medina;Wadi Al Fara'a;0
Daily;Mortalities;2020-03-06;;Al Jouf;Tabarjal;0
Daily;Mortalities;2020-03-06;;Riyadh;Howtat Bani Tamim;0
Daily;Mortalities;2020-03-06;;Qassim;Unayzah;0
Daily;Mortalities;2020-03-06;;Mecca;Mecca;0
Daily;Mortalities;2020-03-06;;Qassim;Al Bukayriyah;0
Daily;Mortalities;2020-03-06;;Qassim;Al Mithnab;0
Daily;Mortalities;2020-03-06;;Hail;Al Shamly;0
Daily;Mortalities;2020-03-06;;Eastern Region;Jubail;0
Daily;Mortalities;2020-03-06;;Riyadh;Diriyah;0
Daily;Mortalities;2020-03-06;;Jazan;Abu Arish;0
Daily;Mortalities;2020-03-06;;Mecca;Alqarei;0
Daily;Mortalities;2020-03-06;;Northern Borders;Rafha;0
Daily;Mortalities;2020-03-06;;Eastern Region;Khafji;0
Daily;Mortalities;2020-03-06;;Mecca;Khulais;0
Daily;Mortalities;2020-03-06;;Riyadh;Az Zulfi;0
Daily;Mortalities;2020-03-07;;Medina;Wadi Al Fara'a;0
Daily;Mortalities;2020-03-07;;Eastern Region;Hufof;0
Daily;Mortalities;2020-03-07;;Qassim;Ar Rass;0
Daily;Mortalities;2020-03-07;;Qassim;Unayzah;0
Daily;Mortalities;2020-03-07;;Eastern Region;Qatif;0
Daily;Mortalities;2020-03-07;;Asir;Abha;0
Daily;Mortalities;2020-03-07;;Eastern Region;Nairyah;0
Daily;Mortalities;2020-03-07;;Jazan;Samtah;0
Daily;Mortalities;2020-03-07;;Mecca;Alhadda;0
Daily;Mortalities;2020-03-07;;Asir;Khamis Mushait;0
Daily;Mortalities;2020-03-07;;Qassim;Al Hanakia;0
Daily;Mortalities;2020-03-07;;Eastern Region;Bqeeq;0
Daily;Mortalities;2020-03-07;;Jazan;Sabya;0
Daily;Mortalities;2020-03-07;;Jazan;Al Tuwal;0
Daily;Mortalities;2020-03-07;;Mecca;Alqarei;0
Daily;Mortalities;2020-03-07;;Tabuk;Qurayyat;0
Daily;Mortalities;2020-03-07;;Mecca;Khulais;0
Daily;Mortalities;2020-03-07;;Riyadh;Az Zulfi;0
Daily;Mortalities;2020-03-08;;Riyadh;Wadi Addawasir;0
Daily;Mortalities;2020-03-08;;Medina;Al Ula;0
Daily;Mortalities;2020-03-08;;Qassim;Al Bukayriyah;0
Daily;Mortalities;2020-03-08;;Eastern Region;Al Mubarraz;0
Daily;Mortalities;2020-03-08;;Mecca;Hadda;0
Daily;Mortalities;2020-03-08;;Riyadh;Al Duwadimi;0
Daily;Mortalities;2020-03-08;;Qassim;Riyadh Al Khabra;0
Daily;Mortalities;2020-03-08;;Asir;Khamis Mushait;0
Daily;Mortalities;2020-03-08;;Mecca;Jeddah;0
Daily;Mortalities;2020-03-08;;Eastern Region;Bqeeq;0
Daily;Mortalities;2020-03-08;;Hail;Ha'il;0
Daily;Mortalities;2020-03-08;;Al Bahah;Al Aqiq;0
Daily;Mortalities;2020-03-08;;Asir;Ahad Rafidah;0
Daily;Mortalities;2020-03-08;;Eastern Region;Dahran;0
Daily;Mortalities;2020-03-08;;Tabuk;Duba;0
Daily;Mortalities;2020-03-08;;Jazan;Aridah;0
Daily;Mortalities;2020-03-08;;Mecca;Al Muwayh;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Mecca;Rabigh;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Riyadh;Howtat Bani Tamim;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Northern Borders;Arar;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Qassim;Buraydah;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Riyadh;Al Quwaiiyah;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Mecca;Mecca;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Qassim;Al Bukayriyah;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Medina;Medina;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Eastern Region;Jubail;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Jazan;Samtah;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Mecca;Alhadda;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Riyadh;Al Duwadimi;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Medina;Mahd Al Dhahab;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Riyadh;Diriyah;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Mecca;Taif;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Al Bahah;Al Mandaq;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Mecca;Al Muzaylif;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Qassim;Al Badayea;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Riyadh;Az Zulfi;0
Daily;Mortalities;2020-03-09;flights suspended to number of countries;Jazan;Aridah;0
Daily;Mortalities;2020-03-10;;Riyadh;Wadi Addawasir;0
Daily;Mortalities;2020-03-10;;Al Jouf;Tabarjal;0
Daily;Mortalities;2020-03-10;;Medina;Yanbu;0
Daily;Mortalities;2020-03-10;;Mecca;Adham;0
Daily;Mortalities;2020-03-10;;Riyadh;Howtat Bani Tamim;0
Daily;Mortalities;2020-03-10;;Riyadh;Riyadh;0
Daily;Mortalities;2020-03-10;;Al Bahah;Al Bahah;0
Daily;Mortalities;2020-03-10;;Eastern Region;Al Mubarraz;0
Daily;Mortalities;2020-03-10;;Medina;Medina;0
Daily;Mortalities;2020-03-10;;Eastern Region;Jubail;0
Daily;Mortalities;2020-03-10;;Eastern Region;Al Jafr;0
Daily;Mortalities;2020-03-10;;Mecca;Jeddah;0
Daily;Mortalities;2020-03-10;;Jazan;Sabya;0
Daily;Mortalities;2020-03-10;;Asir;Muhayil Aseer;0
Daily;Mortalities;2020-03-10;;Al Bahah;Baljurashi;0
Daily;Mortalities;2020-03-10;;Eastern Region;Ras Tanura;0
Daily;Mortalities;2020-03-10;;Asir;Al Majarda;0
Daily;Mortalities;2020-03-10;;Mecca;Khulais;0
Daily;Mortalities;2020-03-11;;Riyadh;Wadi Addawasir;0
Daily;Mortalities;2020-03-11;;Northern Borders;Arar;0
Daily;Mortalities;2020-03-11;;Qassim;Uqlat as Suqur;0
Daily;Mortalities;2020-03-11;;Eastern Region;Qatif;0
Daily;Mortalities;2020-03-11;;Riyadh;Sajer;0
Daily;Mortalities;2020-03-11;;Qassim;Al Mithnab;0
Daily;Mortalities;2020-03-11;;Hail;Al Shamly;0
Daily;Mortalities;2020-03-11;;Medina;Medina;0
Daily;Mortalities;2020-03-11;;Eastern Region;Jubail;0
Daily;Mortalities;2020-03-11;;Medina;Mahd Al Dhahab;0
Daily;Mortalities;2020-03-11;;Riyadh;Howtat Sudair;0
Daily;Mortalities;2020-03-11;;Tabuk;Tabuk;0
Daily;Mortalities;2020-03-11;;Mecca;Alqarei;0
Daily;Mortalities;2020-03-11;;Al Bahah;Baljurashi;0
Daily;Mortalities;2020-03-11;;Jazan;Baish;0
Daily;Mortalities;2020-03-11;;Mecca;Al Muzaylif;0
Daily;Mortalities;2020-03-11;;Eastern Region;Ras Tanura;0
Daily;Mortalities;2020-03-11;;Asir;Al Madda;0
Daily;Mortalities;2020-03-12;;Medina;Wadi Al Fara'a;0
Daily;Mortalities;2020-03-12;;Medina;Yanbu;0
Daily;Mortalities;2020-03-12;;Qassim;Buraydah;0
Daily;Mortalities;2020-03-12;;Qassim;Ar Rass;0
Daily;Mortalities;2020-03-12;;Riyadh;Muzahmiya;0
Daily;Mortalities;2020-03-12;;Riyadh;Riyadh;0
Daily;Mortalities;2020-03-12;;Asir;Abha;0
Daily;Mortalities;2020-03-12;;Al Jouf;Sakakah;0
Daily;Mortalities;2020-03-12;;Eastern Region;Dammam;0
Daily;Mortalities;2020-03-12;;Mecca;Umm Aldoom;0
Daily;Mortalities;2020-03-12;;Riyadh;Al Duwadimi;0
Daily;Mortalities;2020-03-12;;Medina;Mahd Al Dhahab;0
Daily;Mortalities;2020-03-12;;Jazan;Abu Arish;0
Daily;Mortalities;2020-03-12;;Mecca;Al Qunfudhah;0
Daily;Mortalities;2020-03-12;;Eastern Region;Khobar;0
Daily;Mortalities;2020-03-12;;Hail;Ha'il;0
Daily;Mortalities;2020-03-12;;Asir;Muhayil Aseer;0
Daily;Mortalities;2020-03-12;;Tabuk;Qurayyat;0
Daily;Mortalities;2020-03-12;;Asir;Ahad Rafidah;0
Daily;Mortalities;2020-03-12;;Northern Borders;Rafha;0
Daily;Mortalities;2020-03-12;;Qassim;Al Badayea;0
Daily;Mortalities;2020-03-12;;Mecca;Al Lith;0
Daily;Mortalities;2020-03-12;;Mecca;Bani Malek;0
Daily;Mortalities;2020-03-13;;Riyadh;Wadi Addawasir;0
Daily;Mortalities;2020-03-13;;Northern Borders;Arar;0
Daily;Mortalities;2020-03-13;;Riyadh;Al Quwaiiyah;0
Daily;Mortalities;2020-03-13;;Riyadh;Muzahmiya;0
Daily;Mortalities;2020-03-13;;Medina;Al Ula;0
Daily;Mortalities;2020-03-13;;Mecca;Umm Aldoom;0
Daily;Mortalities;2020-03-13;;Riyadh;Kharj;0
Daily;Mortalities;2020-03-13;;Medina;Mahd Al Dhahab;0
Daily;Mortalities;2020-03-13;;Qassim;Al Hanakia;0
Daily;Mortalities;2020-03-13;;Total;Total;0
Daily;Mortalities;2020-03-13;;Hail;Ha'il;0
Daily;Mortalities;2020-03-13;;Mecca;Alqarei;0
Daily;Mortalities;2020-03-13;;Asir;Thurayban;0
Daily;Mortalities;2020-03-13;;Al Bahah;Baljurashi;0
Daily;Mortalities;2020-03-13;;Northern Borders;Rafha;0
Daily;Mortalities;2020-03-13;;Eastern Region;Ras Tanura;0
Daily;Mortalities;2020-03-13;;Eastern Region;Dahran;0
Daily;Mortalities;2020-03-13;;Asir;Al Majarda;0
Daily;Mortalities;2020-03-13;;Mecca;Al Muwayh;0
Daily;Mortalities;2020-03-14;;Mecca;Turbah;0
Daily;Mortalities;2020-03-14;;Riyadh;Howtat Bani Tamim;0
Daily;Mortalities;2020-03-14;;Qassim;Uqlat as Suqur;0
Daily;Mortalities;2020-03-14;;Eastern Region;Dammam;0
Daily;Mortalities;2020-03-14;;Hail;Al Shamly;0
Daily;Mortalities;2020-03-14;;Mecca;Umm Aldoom;0
Daily;Mortalities;2020-03-14;;Eastern Region;Al Mubarraz;0
Daily;Mortalities;2020-03-14;;Eastern Region;Nairyah;0
Daily;Mortalities;2020-03-14;;Asir;Bisha;0
Daily;Mortalities;2020-03-14;;Najran;Najran;0
Daily;Mortalities;2020-03-14;;Hail;Ha'il;0
Daily;Mortalities;2020-03-14;;Asir;Muhayil Aseer;0
Daily;Mortalities;2020-03-14;;Eastern Region;Hafr Al Batin;0
Daily;Mortalities;2020-03-14;;Jazan;Jazan;0
Daily;Mortalities;2020-03-14;;Mecca;Al Lith;0
Daily;Mortalities;2020-03-14;;Eastern Region;Khafji;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Mecca;Rabigh;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Medina;Wadi Al Fara'a;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Eastern Region;Hufof;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Qassim;Uqlat as Suqur;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Al Bahah;Al Makhwa;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Riyadh;Sajer;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Mecca;Mecca;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Medina;Al Ula;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Medina;Medina;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Jazan;Samtah;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Riyadh;Al Duwadimi;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Riyadh;Howtat Sudair;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Qassim;Al Hanakia;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Mecca;Maisan;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Mecca;Taif;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Asir;Muhayil Aseer;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Eastern Region;Hafr Al Batin;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Eastern Region;Saihat;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Asir;Thurayban;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Mecca;Al Khurma;0
Daily;Mortalities;2020-03-15;International flights suspension for 14 days;Mecca;Al Muwayh;0
Daily;Mortalities;2020-03-16;Gov / private suspension;Asir;Sabt Al Alayah;0
Daily;Mortalities;2020-03-16;Gov / private suspension;Riyadh;Wadi Addawasir;0
Daily;Mortalities;2020-03-16;Gov / private suspension;Riyadh;Sajer;0
Daily;Mortalities;2020-03-16;Gov / private suspension;Al Jouf;Sakakah;0
Daily;Mortalities;2020-03-16;Gov / private suspension;Riyadh;Howtat Sudair;0
Daily;Mortalities;2020-03-16;Gov / private suspension;Riyadh;Diriyah;0
Daily;Mortalities;2020-03-16;Gov / private suspension;Total;Total;0
Daily;Mortalities;2020-03-16;Gov / private suspension;Hail;Ha'il;0
Daily;Mortalities;2020-03-16;Gov / private suspension;Tabuk;Tabuk;0
Daily;Mortalities;2020-03-16;Gov / private suspension;Tabuk;Al Wajh;0
Daily;Mortalities;2020-03-16;Gov / private suspension;Riyadh;Az Zulfi;0
Daily;Mortalities;2020-03-17;;Medina;Yanbu;0
Daily;Mortalities;2020-03-17;;Al Bahah;Al Makhwa;0
Daily;Mortalities;2020-03-17;;Riyadh;Al Quwaiiyah;0
Daily;Mortalities;2020-03-17;;Riyadh;Riyadh;0
Daily;Mortalities;2020-03-17;;Hail;Al Shamly;0
Daily;Mortalities;2020-03-17;;Mecca;Hadda;0
Daily;Mortalities;2020-03-17;;Riyadh;Howtat Sudair;0
Daily;Mortalities;2020-03-17;;Eastern Region;Al Jafr;0
Daily;Mortalities;2020-03-17;;Qassim;Al Hanakia;0
Daily;Mortalities;2020-03-17;;Asir;Bisha;0
Daily;Mortalities;2020-03-17;;Tabuk;Tabuk;0
Daily;Mortalities;2020-03-17;;Asir;Muhayil Aseer;0
Daily;Mortalities;2020-03-17;;Eastern Region;Hafr Al Batin;0
Daily;Mortalities;2020-03-17;;Medina;Al Ais;0
Daily;Mortalities;2020-03-17;;Al Bahah;Baljurashi;0
Daily;Mortalities;2020-03-17;;Mecca;Al Khurma;0
Daily;Mortalities;2020-03-17;;Al Bahah;Al Mandaq;0
Daily;Mortalities;2020-03-17;;Mecca;Al Muzaylif;0
